-1.774965779898558527e-01,9.304962660386675299e-01,1.000000000000000000e+00
1.977424058719914779e+00,1.766155293485646371e+00,0.000000000000000000e+00
1.800023793920340509e+00,1.700342797185373511e+00,0.000000000000000000e+00
-7.708368567582637443e-01,2.359163483274678619e+00,1.000000000000000000e+00
-3.080090137780033821e-01,1.594063156240643098e+00,1.000000000000000000e+00
6.147214057742914628e-01,2.434898235370948072e+00,1.000000000000000000e+00
1.090943101035112273e+00,2.216634021089654016e+00,0.000000000000000000e+00
-8.348895413310100100e-01,2.358688750248903787e+00,1.000000000000000000e+00
2.479464994607870842e+00,1.334189672185075004e+00,0.000000000000000000e+00
1.199265974174295257e+00,1.826813922878029350e+00,1.000000000000000000e+00
2.185061835186317136e+00,8.226874969283189953e-01,0.000000000000000000e+00
1.684232026065965782e+00,1.041131097355358026e+00,0.000000000000000000e+00
1.146211348679538666e+00,2.070485267927013595e+00,0.000000000000000000e+00
1.355969451792044644e+00,5.680249816835929444e-01,0.000000000000000000e+00
1.385207480422569137e+00,1.826072384846579855e+00,0.000000000000000000e+00
1.867292166552691368e+00,1.186926990211513822e+00,0.000000000000000000e+00
3.122737560105236510e-01,2.246053532298049937e+00,1.000000000000000000e+00
-8.183483649778811042e-02,1.700655112374142020e+00,1.000000000000000000e+00
9.048447162452653014e-01,2.606830160734105561e+00,1.000000000000000000e+00
-4.358608976285560654e-01,2.015141400218765977e+00,1.000000000000000000e+00
8.144119636882038993e-01,2.135467843821274414e+00,1.000000000000000000e+00
3.108743116165684661e+00,2.267865043649954337e+00,0.000000000000000000e+00
-2.557421694500754406e-01,1.712811456067370841e+00,1.000000000000000000e+00
1.886630270530996523e+00,2.720895134840621843e+00,0.000000000000000000e+00
2.295035469724568955e+00,3.892677587182644672e+00,0.000000000000000000e+00
-1.141562624026013495e-01,8.559335743499960625e-01,1.000000000000000000e+00
1.697035367840272091e+00,3.477177988234282591e+00,0.000000000000000000e+00
1.838557751539753760e+00,9.266721259907292341e-01,0.000000000000000000e+00
1.602988071656992641e+00,1.301843598872431951e+00,0.000000000000000000e+00
1.138032150157472611e+00,2.829550071364288044e+00,1.000000000000000000e+00
5.700273793343100248e-01,1.822024689866410085e+00,1.000000000000000000e+00
2.513017189624151548e-01,1.322250481643853837e+00,1.000000000000000000e+00
-3.983307826628607051e-01,1.984344997008685940e+00,1.000000000000000000e+00
1.629132603977066163e+00,8.816818237799028957e-01,0.000000000000000000e+00
3.105035853801514811e+00,1.740006329741113689e+00,0.000000000000000000e+00
-5.668735947146341658e-03,1.120390406582786991e+00,1.000000000000000000e+00
1.368665571630571565e+00,2.139644376435396289e+00,0.000000000000000000e+00
2.698399612481068299e+00,3.549323823792247090e+00,0.000000000000000000e+00
2.001708378027932334e+00,1.098623139012122607e+00,0.000000000000000000e+00
2.436277083831795309e+00,1.437694756271542307e+00,0.000000000000000000e+00
-3.099693757090293822e-01,9.125644420984648786e-01,1.000000000000000000e+00
8.528147847486300392e-02,1.722860964695664965e+00,1.000000000000000000e+00
2.062358034643298588e+00,1.603515287454766902e+00,0.000000000000000000e+00
1.610269843336894713e+00,2.068993077936323921e+00,0.000000000000000000e+00
1.398759141001534534e+00,6.929503354994610564e-01,1.000000000000000000e+00
1.684171952121574778e+00,1.054990758030300402e+00,0.000000000000000000e+00
6.032636952024524879e-01,2.186250564240889371e+00,1.000000000000000000e+00
-8.009040540807352837e-01,1.898739987887355429e+00,1.000000000000000000e+00
2.286229055698735024e+00,2.004851988947004671e+00,0.000000000000000000e+00
-1.081077375616385616e+00,2.775077844910318170e+00,1.000000000000000000e+00
6.731464992893574362e-01,1.083744532546206507e+00,1.000000000000000000e+00
2.969705764781013890e+00,2.123229129246612779e+00,0.000000000000000000e+00
6.795066838796897102e-01,2.098642739513909117e+00,1.000000000000000000e+00
-4.478117660940801326e-01,3.184203720390454961e+00,1.000000000000000000e+00
-5.003385420029125008e-01,2.021055306383067851e+00,1.000000000000000000e+00
1.853071177060094721e+00,3.666124956341999308e+00,0.000000000000000000e+00
1.721864236857777231e+00,1.780558741729883376e+00,0.000000000000000000e+00
2.250334831878852526e+00,3.121431119277734201e+00,0.000000000000000000e+00
3.135690796092169830e-01,1.351279486529370910e+00,1.000000000000000000e+00
-2.841069052814206852e-01,1.857273044804755191e+00,1.000000000000000000e+00
2.129156564328551049e+00,2.584631266530066807e+00,0.000000000000000000e+00
1.576422703102946521e+00,2.019872822311515215e+00,0.000000000000000000e+00
-1.078195491779146087e+00,1.401474050532345306e+00,1.000000000000000000e+00
1.197681188039566580e+00,2.402490745788781190e+00,0.000000000000000000e+00
1.376901121367063885e+00,1.149858415798459266e+00,0.000000000000000000e+00
-1.660064884699084864e+00,1.463134737166496002e+00,1.000000000000000000e+00
1.243900114922203759e+00,1.460046281048402061e+00,0.000000000000000000e+00
1.879223047046559625e+00,1.722623141704533234e+00,0.000000000000000000e+00
2.908507911078423103e+00,2.941591450737263358e+00,0.000000000000000000e+00
-4.812261291629479354e-01,1.791437619908470502e+00,1.000000000000000000e+00
2.437430404747939150e+00,1.345353314595293170e+00,0.000000000000000000e+00
2.565798740945202105e+00,9.933435817717286564e-01,0.000000000000000000e+00
2.448992408843662094e+00,2.490727267490959740e+00,0.000000000000000000e+00
4.603424688115833607e-01,6.840261153626066015e-01,1.000000000000000000e+00
-3.906826803657038605e-01,2.132233005519266200e+00,1.000000000000000000e+00
-1.266765944159567558e+00,1.156063813239409654e+00,1.000000000000000000e+00
1.418826938851164510e+00,2.571545267687625369e+00,0.000000000000000000e+00
-5.676043617011623521e-01,9.901022939191341798e-01,1.000000000000000000e+00
-1.801737447070235199e+00,1.231491323532391657e+00,1.000000000000000000e+00
1.803590606052267731e-01,1.255877974195551028e+00,1.000000000000000000e+00
2.852717658438677972e+00,1.845205605055966869e+00,0.000000000000000000e+00
1.845887234057941306e+00,1.150837334162890802e+00,0.000000000000000000e+00
2.233285696103223028e+00,3.152813902136283097e+00,0.000000000000000000e+00
-5.501804398209573232e-01,1.081691471630426893e+00,1.000000000000000000e+00
-7.908902086462197278e-01,1.650855213986880621e+00,1.000000000000000000e+00
-1.319932910875936116e-01,1.940077956506024215e+00,1.000000000000000000e+00
7.025725688316544204e-01,1.357012961600498446e+00,0.000000000000000000e+00
2.767215468587310712e-01,2.672986681801555520e+00,1.000000000000000000e+00
6.102158686229843809e-01,2.165148599216429215e+00,1.000000000000000000e+00
-5.300036754118879756e-01,2.019431636896686921e+00,1.000000000000000000e+00
1.837278877763967477e+00,2.111012897719438008e+00,0.000000000000000000e+00
2.841601916945832862e-01,2.644929637261184574e+00,1.000000000000000000e+00
1.896883789441271784e+00,2.260446930472400418e+00,0.000000000000000000e+00
2.068136134818725047e+00,2.610166904605157434e+00,0.000000000000000000e+00
-1.722741267563606682e+00,1.279076521554840085e+00,1.000000000000000000e+00
2.632381606575672883e+00,1.271305076028492298e+00,0.000000000000000000e+00
-4.025573878955279739e-02,1.782708097172356787e+00,1.000000000000000000e+00
-7.874531842525254177e-01,1.400356884878678709e+00,1.000000000000000000e+00
2.702441156473601502e+00,1.587443580131801202e+00,0.000000000000000000e+00
1.290969301992858087e+00,2.751936730055132507e+00,1.000000000000000000e+00
